date,cases_5001,cases_5360,cases_8001,cases_23001,cases_41001,cases_50001,cases_54001,cases_68001,cases_73001,cases_76001,temperature_76001,temperature_54001,temperature_50001,temperature_73001,temperature_68001,temperature_41001,temperature_23001,temperature_05001,temperature_05360,temperature_08001,precipitation_76001,precipitation_50001,precipitation_54001,precipitation_73001,precipitation_68001,precipitation_41001,precipitation_23001,precipitation_05360,precipitation_08001,precipitation_05001
2009-05-16,0,0,8,1,39,44,42,70,35,77,27.996570706800004,27.806768639875603,24.88923030368176,21.177070540058,30.9022204097826,24.85226324474342,30.127526530369625,25.835712056569232,28.102648201895395,33.75072521852632,6.773639099185642,11.26273701680395,3.5569416179856903,3.694694200507686,3.4703951859954967,2.5817651892631903,5.8782240673112245,6.1335321666104585,1.342438748995202,5.906532197334026
2009-05-23,5,0,11,0,45,45,39,60,24,77,27.306363596044253,26.913378394663376,24.613452725161405,23.85617268131284,29.76625356776097,28.272497454873264,29.42259158139003,24.966710778008224,25.69618134679964,32.37230274415396,4.111111786915776,9.6716326741676,5.671507080697819,1.95552715680434,4.212914744492822,1.4514770020025227,6.742824950638649,4.377112978415993,0.5059385000275619,3.787883495982689
2009-05-30,5,0,11,2,31,42,48,61,14,88,27.28724871358781,29.616769612651144,29.673962071028736,23.1192865676466,30.08923569679008,27.376322593135303,30.283621047376364,26.627927987376776,28.500962700325857,30.4266259924592,1.9334270422941504,9.748610615848346,2.643889476070293,3.258948910578774,1.7170840472003748,1.2501725687795298,4.77459364625639,4.932651566351544,0.6321841773476928,4.413169145113909
2009-06-06,5,0,14,2,39,55,36,60,15,103,21.847192042408192,29.520555455111325,29.00161882049569,22.95728404868228,31.732098247380986,25.383594636143847,31.2333587290071,26.66576584547352,28.68964044861234,35.70346160158531,6.453294816528141,11.433110466030469,1.600703753399332,2.795701498849946,2.4713452836288634,0.6323099726889493,3.5825692210478346,5.061833970912083,2.7223122687925567,4.070401182581622
2009-06-13,7,0,12,2,48,51,37,60,21,104,25.72390867496504,26.26396261075038,26.846392061221053,22.03735803841337,27.92384131684281,27.399067330045074,29.88358051684758,23.75738473631521,26.03867646593373,36.525839415183,9.132512958765425,27.60462987365732,4.494768665720872,11.003583231622503,6.440259157682506,2.391130816625225,14.07843738370726,12.30951965487765,6.179217310620132,11.561012066075037
2009-06-20,6,1,8,0,38,39,49,63,15,105,28.05985972612508,28.300902395663563,27.39446923273223,20.88431550768747,28.667241752008728,23.763143521408555,29.7208894094598,24.06886941872325,22.487618662353903,33.23691925244735,3.897951121349414,14.64311028412558,2.850394581513366,4.647654399665583,1.68472949060693,2.6500819615108404,2.829825448665064,6.000487155312575,0.7785941790022316,4.907432044428524
2009-06-27,3,1,14,2,37,39,47,48,25,92,28.05985972612508,30.78897848195072,27.58071401339202,22.557192848306507,29.365697905744177,24.03384194591312,30.50397262425697,24.45171733628728,24.719520095452115,32.09598452575334,4.550712913352421,18.17029206310944,1.759918038510881,4.969506162808679,3.0798192874629984,3.846905539930006,4.205901042152409,8.48175059902624,3.5607596576029805,7.822910152145811
2009-07-04,6,0,13,1,43,57,47,52,15,124,28.28605465509125,29.55380203330973,24.05216944293867,26.201255143247543,31.20653633364317,27.982265081003927,28.82558835581336,23.625502389823176,28.95425142861763,30.09879979686055,8.517992326971752,26.406308286375424,3.117292772944758,4.764139899692746,1.7857065694222702,0.5136141055090245,7.465736010707343,5.332656477938607,2.74976481111369,4.806284622873627
2009-07-11,7,0,16,1,43,40,59,55,15,131,28.0774432723552,28.610850608213138,24.50676671303222,25.557923530439847,31.301213448786505,27.81981061845954,30.514519075384648,19.57295979112704,30.13221650340365,33.71318448900894,0.635113190739483,23.19236109765057,2.448447297803957,1.3264376078870452,1.4849014724933196,0.8633060732589745,6.702098406204176,6.486670546694433,0.1555791387543322,6.179463013500572
2009-07-18,8,0,15,2,50,31,55,59,20,145,25.217114690782108,29.38057112721185,29.038120522387143,22.719037443347613,30.95152525179655,31.26674519485985,29.131649345720778,21.30489628691388,27.36790415703826,32.67180104332389,0.1360317832791129,1.8762856836263009,1.274244885767177,0.0119411416043414,0.7141195160358474,0.0716211518642929,4.171438562146447,0.7965289742308875,0.4067019844231619,0.6959653146604328
2009-07-25,5,1,24,3,42,44,48,65,21,146,26.03457544169885,31.46678824597788,29.20781493180942,24.94932505874603,28.73672629085393,31.316850529555115,27.55371746980865,25.58335608881087,25.300458987117,33.60229182688565,1.6003596479101343,6.939559330134704,2.623454442692528,3.774441040926461,2.35110930931716,4.07170169150223,5.640365625067783,3.540525901853368,0.4766629647662887,3.6060243650220616
2009-08-01,6,1,19,1,55,20,54,81,17,185,28.21411784348427,30.596423453287223,26.754931695622563,21.460527206625645,30.907537028299203,27.41870468548547,31.074829520672232,22.11974262784812,26.55816783230673,34.730539362344864,0.5132140005792927,8.628319263613475,2.9894736042787806,0.0,2.3805916077384457,0.3021236181270409,7.555189632651006,0.0054310272642893,0.7149892038894331,0.0141417896241085
2009-08-08,6,0,25,0,46,35,52,76,25,194,24.952268756964635,29.70058348862492,28.705460797397528,30.024991841499578,30.87153386423428,35.29781647242576,31.260378042158504,22.77840898839205,29.14724223808736,30.514410166912565,3.152324769600157,7.941210054537164,3.4945517048569235,2.576308168813292,3.505602522421988,0.6484894767625028,5.656666219702934,5.101842064209603,0.4960853438866453,4.627278623788169
2009-08-15,5,2,18,1,56,36,73,81,20,170,30.604291081737696,30.69460721080637,27.51678797633605,28.265885429105943,30.33366602817616,32.19166855071141,27.57659118712117,21.73839441377213,25.686478714446924,31.338656393428494,0.1768991030373123,8.213149227897889,1.628283593156847,0.9656641467526093,3.0939656480903635,0.4187079337916942,7.181540798196179,2.3840065979156173,2.109330538145252,3.094572227663661
2009-08-22,14,0,18,2,47,48,64,81,20,231,30.63952540965065,26.7295062355806,26.80744178331308,25.347534015318875,31.096026467986423,30.370219546626995,28.95977497759323,22.94662693288525,25.39054720914529,26.85857142857148,1.8601028230908483,23.47206728583358,6.208434147455192,4.789784577098628,5.932398926640729,6.387987342280217,3.5366472395229414,6.198745385438452,2.2489603090167143,6.255570498222324
2009-08-29,10,0,17,1,55,34,60,66,32,198,29.52621609915408,30.956338831828088,30.471118893013635,25.67573718231251,32.108304204916664,31.383620814599222,28.636321804535747,25.33964760696224,27.15672532940596,30.55584753245012,1.64354155595512,8.985090103091569,3.762292460768947,4.712760487396496,1.0154599728873388,2.3031606253945123,4.13758594756756,4.1273589423263095,3.3671296301407567,3.469984501338016
2009-09-05,10,1,23,1,47,24,52,88,33,182,31.211998286789328,31.220336572985023,28.84571440197127,25.95449677717779,32.18573824508643,33.89867493125543,28.97257269484907,25.041461744791764,28.741572239559883,33.76894774624095,1.548893007207216,11.103830985496874,2.061117429542949,5.30551955443175,1.7021305353708331,1.5909043837063812,3.2805453495050605,3.2806211868738067,1.430514100202382,3.2262264014057385
2009-09-12,7,0,14,0,45,10,56,105,35,249,31.622270581014103,30.813071441636485,30.55539105560538,25.655410973120915,30.36835355202032,29.14132385476133,29.183429665565377,25.05065292477237,30.79898891714611,36.533069996916645,0.7300093074615941,4.2605750002230005,1.633296421382687,1.0117991586216053,1.246499588615568,0.3172530011047771,7.389433609129897,3.086156710789568,1.41576623483407,3.097392184726317
2009-09-19,6,1,27,0,38,28,58,95,38,212,33.00442588832811,31.47211421057383,24.044730462832604,22.3552152975986,31.394238057962248,28.84926818224276,27.8385773781158,20.5302199399366,26.336571699514213,35.61496334020567,3.8163161137597856,6.205974095499089,6.4352018423849175,4.884200717612644,2.2013452548200902,3.7574819148133134,6.772297333955925,6.47618526119583,2.4709073092958165,6.833836298346811
2009-09-26,10,2,21,0,55,24,45,87,45,247,29.691080095611444,30.00220182988552,29.976012181063968,27.29821568879688,33.665149804660736,32.90470940501548,30.450361481293577,27.331393140022275,30.87695238428967,33.51585704708418,3.0982908888397054,14.60290210781045,1.152723595389309,3.2548261311388123,0.7153134623335813,1.9163568209967348,4.466851729248975,2.171804074558542,0.6923535830634623,2.234724675672129
2009-10-03,25,5,26,0,64,21,58,91,47,233,30.773844557175654,33.32212034620077,28.003778022895563,28.985183716610727,30.73401132846141,33.63398634128722,30.59533288889299,29.84218115920378,31.002165490314155,37.93528848934269,2.5370851414028266,9.080866842048133,3.584935109432288,1.8930609098061333,3.8559700071170857,0.0386301181540874,3.537823207236887,3.9732014963505526,2.2306786585749334,3.74808775943753
2009-10-10,20,3,11,2,67,25,68,94,49,219,31.13510208561993,32.689478762137696,25.19116633161689,31.34957494803906,29.605514890599,31.93564711109486,30.395236689366907,28.55044863894616,29.95819964322605,34.3243706247853,3.314352128933923,6.182064555541074,2.076495315352866,2.08128471662086,2.5665147759859885,0.1646111020337062,2.903821340979745,3.6167851335636985,0.7487857255953613,4.044842182299535
2009-10-17,18,1,16,3,48,19,67,88,70,236,31.95546253746257,30.59756810608215,30.225148635409763,26.030643257037248,32.621981914556905,33.104915216867035,30.954554733049644,28.509263374645133,31.43388008406368,32.07240284747347,9.026855106345796,10.372935501065257,10.942355430525344,6.476332693671632,3.2966369348727054,14.480276770543457,4.2150629758898,9.572373526628288,1.5977442506449966,9.338750602031569
2009-10-24,15,0,22,0,52,26,65,86,68,215,29.053376323467177,30.373363081614936,30.920901594984286,27.320683607269416,31.201417870249426,22.16985322183629,29.406147915301272,25.19614731894828,28.510836891995893,33.12369221313442,2.695141238482125,8.179579511990832,9.71014431844283,5.974010305950657,9.127592542797816,15.49043168857301,5.403329491331975,8.768566141699429,9.48214243339155,10.200344894985438
2009-10-31,13,3,23,0,43,18,66,99,72,151,26.27874561613876,29.24669552805356,26.353220901132165,27.38843563442861,30.844509193240405,26.63749473484504,29.36760936283508,26.35189549798239,28.32533367828576,34.34654127321877,8.136416409609453,11.12631586644857,4.62909642423574,6.278331464984674,7.330076141955328,5.798934474048371,5.083208229429099,6.965282409930182,3.726578065640485,6.576698844006765
2009-11-07,11,3,46,0,50,33,76,86,64,181,28.232650442158945,28.38032581194925,27.39522291429808,24.350376988757336,28.132644573395844,25.849248370542828,28.96291700945875,23.854116344365856,24.060580505752537,34.77982774481819,4.097085042649549,11.017431038189098,8.15006485643838,7.310916709036486,11.606770835810106,9.668409516036531,5.801750949908289,11.278537834662009,7.022332758970397,10.570689406043044
2009-11-14,13,1,29,2,38,28,98,101,66,159,28.207272232398548,29.320455996760742,29.95600697968841,22.247033369963017,29.882938144868444,27.91836548603217,29.695345359347865,22.186498482776223,25.895775297254364,34.82102303158844,5.312870957546022,8.220735851372726,6.3507464660503805,8.09500951331178,4.156519477008646,2.238863343844863,2.624187110766433,6.659686644076625,1.139706183070341,6.838633549569472
2009-11-21,15,2,42,0,41,23,102,112,46,198,29.205513681557875,27.45097141468472,26.01901128683838,24.14294586641173,28.60427138357232,28.605450326897024,26.96544891148898,21.68451159751593,26.5964223616782,32.292671417960634,2.7447964583881514,5.06777204154091,2.659441967849696,2.857578301425824,1.9147653478081248,4.554498357088599,2.003143978783274,6.110663969797471,0.1151074606996952,5.564073050146225
2009-11-28,12,2,37,0,63,13,108,114,67,190,30.279365464430395,30.01854354110213,30.099257046743325,26.718875586471565,28.3030112654618,30.370124321991906,28.519335577336868,24.12422966477996,26.577094802376514,32.49610682079803,7.979054973428525,0.1962511854220685,1.8058109198276733,3.448969112782604,1.5551297318051918,1.4819566444492962,2.245502885841623,2.828122918486044,0.6018764924314551,2.5228481356367465
2009-12-05,26,6,22,1,59,18,119,128,77,183,30.88713929305729,29.506857638575248,30.90844401286497,22.092732405321264,30.017057672346443,24.731995995695563,29.470027244163933,23.53391454692824,25.954324615783896,33.505799196079444,5.9199001081746205,1.4187970728070662,0.0130327328001515,0.4722123903551166,0.0,4.69635000914588,0.1075720974898914,1.153126605137157,0.0,1.4435955895701074
2009-12-12,16,4,30,0,76,30,126,118,91,225,29.346040576558245,27.078927621887967,29.79854954318282,21.768029160803632,28.933594646835395,25.726846663510617,30.435414677048108,23.889942534847084,26.806509893034264,34.59510593607411,4.292947025536665,0.0,0.2538375342226545,0.2196763176151293,0.0,0.2041089872908928,0.6747248105959659,0.0109104489753383,0.0,0.2463670605421732
2009-12-19,24,3,56,0,78,17,101,90,81,182,27.84864801407986,26.695191765200228,31.8401691673806,23.230755332826703,30.48526904766675,27.16935726473616,31.25220418658433,23.145515923371285,26.855012227956426,34.63192065397742,7.415504457643942,0.0,0.0,5.289958168828497,0.1803060508722107,4.771291922535245,2.0604806961479896,7.063852729084652,0.0,6.581305932395792
2009-12-26,21,4,38,1,90,28,140,111,100,139,30.40631246838594,28.45942802397457,28.04326958519416,23.035237801246293,28.05865640693103,23.25919701952313,31.97837355441242,20.06610119374711,26.22491937480524,34.170526509499744,10.313639366663908,9.46809426930952,8.373875603101553,4.891981998228502,6.02224765449149,5.82013395315613,1.2966455915209278,4.119811609754613,1.5440642176944952,4.230756111567013
2010-01-02,16,3,29,3,85,27,133,90,99,135,26.87838841518603,29.24120725823136,31.206469234448143,22.942958986490083,30.61026599368244,24.6232932900577,30.900106823288468,22.21582671198659,25.5259457937138,33.05380405301799,0.242418116644047,0.8345309045025482,0.0439808886025912,0.4533513764513758,0.0,4.118079189687646,0.0755357818988905,0.0,0.0,0.0
2010-01-09,30,8,28,2,109,26,176,132,117,257,25.79614695998443,30.72979268855192,33.7190602836502,24.977562553132028,31.6694219053674,27.92503794046598,32.26235849395064,24.66409142204846,28.44469067073751,34.265163440678855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-16,36,2,67,1,97,38,137,128,160,293,26.577131639242385,30.22721199933891,32.67005159341805,24.078940808349834,30.969789591477628,27.482052404983545,34.0889473584405,25.34182389414386,28.46647246348273,35.547580434880366,0.0,0.0531103882781305,0.0,0.0,0.0,0.0,0.116926035295009,0.0,0.3585882629580709,0.0
2010-01-23,37,6,41,1,108,40,165,121,140,335,27.81893300313384,32.645306734041974,33.03843835327031,25.83768994095549,32.863439864955,29.61186007193357,33.679641059713376,24.153587749312305,29.94891655611829,35.4640659813722,1.8179889466599408,0.037874442968288,0.5005474669112158,1.160901858766145,0.0784210792117247,0.0,0.0,1.6256931927777944,0.0,1.7064809131907206
2010-01-30,46,8,51,1,119,44,149,143,186,380,29.05201228853432,28.959597731028754,34.02300576775908,23.455754840405262,31.27209972446877,27.59857159556762,35.51313398844372,20.895358960951523,30.21456617485569,34.86917692644688,7.209147085597657,1.4800481802134702,3.4850378273675995,5.698977080122539,2.7152699299899257,8.296785515759847,1.067557262483572,2.7623336117054427,0.0,3.1739702196234805
2010-02-06,83,7,39,1,116,57,181,174,226,493,28.13960411715661,30.880601416796075,27.88207435780876,24.966280385726066,33.16539238043133,28.21588191487754,34.6475455534093,23.769210026568253,28.280472553878425,34.77017199647399,6.661511189912672,0.4651965363885898,0.4467743425928959,2.7770655550176104,0.073364377043552,5.948499636288233,0.0839556701157349,0.0,0.0,0.0
2010-02-13,83,11,33,2,101,58,169,203,294,599,29.761191747486443,31.576369627433813,36.917710341039246,22.01552634896976,30.29258031094489,29.88596712043856,36.55488441260975,26.339866927798965,28.888919676716025,34.22432159143727,1.1139987532386273,0.0,0.2179013858908093,1.56804077325736,1.939360533164345,0.0321411545388353,0.0,0.0,0.0,0.0006871257360194
2010-02-20,96,17,52,1,72,79,129,177,309,596,29.44833663907321,28.329795266581907,33.39265596389898,20.642545172245967,28.09080504243264,29.50885396114472,34.46531450582739,25.82460795021084,30.35794091934846,31.709004377637644,2.510295836504165,3.804974641908604,0.0461832197542999,2.221662286494792,4.816324214888917,0.970139105008321,0.0,1.7865070243381975,0.0,1.7318609830019829
2010-02-27,95,13,43,0,55,83,112,209,326,523,31.93911579600029,24.119816385220243,27.901242163173343,20.170951390287,25.87366358114311,29.71898469904292,34.66931764705885,26.385723356848256,29.224255156432378,38.16837213014238,7.121701415622503,15.599910565968738,7.32574716262762,7.75022656969608,3.541850213245099,8.97715083127255,2.538451881426212,5.386118554019937,0.0,4.8540127758772496
2010-03-06,115,19,44,1,52,71,143,235,350,541,29.99107090305431,29.71400125504968,25.236878721303267,28.982296589797013,28.99774753272588,19.3145847687756,35.41432747907181,27.14000347237233,28.76123206294262,38.137758865271614,2.781394179041544,6.074820229468579,4.2288269603479725,4.91666838310613,1.3477138791687762,2.6256021984155127,3.952769014767749,2.470475125814811,0.0,2.4941621953408
2010-03-13,110,18,37,1,43,83,112,219,309,481,30.22590331296545,28.97879762731608,24.27919139047756,26.4689460282524,32.12128986241404,17.873088125484653,35.24211494128876,27.94180181214279,30.432525111296805,36.78072998371868,2.55411533752001,13.86510991981685,7.294703517864148,6.0210681667427375,3.5046121332074103,4.781242002284081,1.1313907391213864,4.2863201148200885,0.0,2.797652904872848
2010-03-20,136,13,31,2,43,86,120,292,348,463,29.84404213699912,28.73118219783388,30.727743999601937,26.33779563620453,33.42778394220455,30.52905513883725,35.24211494128876,24.72192136818369,29.11494705639606,35.527289087199456,3.997763329832051,10.902358481107752,4.173432714348231,5.549511881570934,1.8465879301837784,4.783219878908608,1.5633405622030636,2.940302159774743,1.5219529072765068,3.060342123801038
2010-03-27,133,26,19,0,41,89,100,231,288,369,29.38665329263016,32.3002640251261,29.210026541910263,24.02067462164572,33.17578744535279,27.399724195022312,34.934747566693694,26.591312728226168,29.913769568731727,36.24113385907688,1.3479407921254043,5.482060606581866,0.1951584616027717,1.4042043055681497,0.1880296998922558,2.232286141731741,0.7777080426168965,0.4464538777339402,0.1545609019247252,0.5755182839420054
2010-04-03,168,39,34,1,50,81,102,242,300,311,27.832757361712247,31.182107893153084,27.35993682735148,23.574162883232223,30.433270116629224,26.927438943062025,35.2480274579424,26.649960459658843,29.32466305694555,37.16229868056103,7.838348878645523,13.056536473631729,4.6355872612317,5.436463446669523,4.187583833058297,5.314058359103499,3.575012191476304,8.204920127100067,0.0200808628714941,8.639259736107046
2010-04-10,234,27,23,0,50,110,96,241,313,363,28.02086529006888,30.96935260362721,27.35993682735148,19.812446355724774,30.03341880612474,30.62487963779825,33.73402778552117,24.498574050983084,26.230668180338647,36.0805282862088,15.447663949238065,26.057420780990007,8.81474044101566,13.2363636636865,3.708023492244899,8.453750582063542,4.678587043650022,10.529676546682188,0.2638392784674825,9.85860496027568
2010-04-17,314,32,28,0,42,113,93,210,225,309,27.92421452730445,30.96935260362721,26.53547518633967,19.812446355724774,30.28294832323356,25.91885659912114,32.51601825452541,25.84550721367384,27.21214036053087,33.76467406769471,9.07638980859133,22.92815662051559,13.182899084592108,9.719500019406892,4.522190788158173,12.14621452892016,5.538823544836421,6.299367222701756,1.2705724943751189,6.057115185722992
2010-04-24,445,91,20,0,43,111,100,282,224,294,26.62547281293732,32.8499426298527,30.242827553684297,26.01922747757694,31.224245916432608,26.53432431373721,31.89691670613,29.220399601844885,30.56710433295563,38.23811621395157,1.703753296784356,17.907803827894575,3.653058849925952,4.240053953435429,1.6944017984698334,8.332863948276842,2.2219025219174653,5.685276820857513,0.8566730988388513,5.381704959035761
2010-05-01,511,103,21,0,35,100,93,254,204,221,26.680547239276468,32.34323357893952,30.041217500146075,27.237367724132856,29.50408543858908,28.298671959482224,30.951444747622823,28.163142143163515,27.710659151020383,34.27195350029807,10.30447660263192,15.184533293275132,2.4276824904361867,8.332183125204129,0.8840572213442934,8.822284759206669,2.3931882795909023,9.059583239408584,3.0728433318974715,7.892696890155987
2010-05-08,562,134,15,0,47,130,102,245,179,239,26.680547239276468,30.537208376773,18.22188643642524,27.603075474512167,29.11493099787726,22.33910122825332,31.404417938765288,26.161169067116784,26.290581581606062,38.24420469405807,14.805850513752816,23.08825090903469,3.5497624962641536,6.2033862009514165,6.833799449150827,11.846028104506818,4.42515327713105,11.011826080670833,2.5521672268484368,9.14662454208188
2010-05-15,645,154,23,4,36,113,90,299,186,220,26.28937466548289,31.193593370001427,16.722637353670613,26.84596280749125,30.487358928864104,21.886015468712746,30.704386064371867,26.87982176168624,29.728627804110584,31.53690850342151,5.223077847965434,9.292651309882784,7.562695761687657,3.7265548871580334,3.4458055232314955,1.0778582080237304,6.68746570919637,5.1841483340363785,0.9473793170073124,5.66237874487451
2010-05-22,731,173,23,1,50,94,91,221,186,229,25.04613757317636,28.905874585234475,26.573391858332062,21.37950023168332,30.153700493582924,28.12842721716936,28.98463775475277,24.0005572734416,28.208543611673253,34.44075048807793,10.300929210288164,13.66921317337346,6.14378269855527,7.7899936430950945,3.6171003141245697,5.413500957847641,5.105930577759262,8.946142312870544,9.937500474009411,8.475381978763824
2010-05-29,699,182,42,3,49,56,90,231,108,216,26.07593760152397,30.815663278345674,27.416352922001728,21.157749816621017,28.13360408890664,22.62076847978512,31.272132205709138,25.66178968636771,24.80197591660354,33.92067689776228,1.1738929314353297,7.514494416888671,9.96677060839371,3.1677376731589533,6.829125657410186,7.327398008157479,6.509113043613829,10.603233589507871,4.880986219551614,10.120859628859808
2010-06-05,734,181,35,3,55,89,80,255,101,251,27.8134800804586,31.56044915612864,25.96162163398478,21.482996840273376,28.3174481742607,23.78665164662027,29.44709722520295,25.979517047224327,27.530486549372004,33.31758119423972,10.027327139870645,25.81254600174873,2.4718163167465645,9.15162609641153,5.563208920599514,10.7289837232847,3.876417411598722,10.07875325983458,3.712017206018664,8.829231888918395
2010-06-12,820,212,41,5,79,101,94,231,127,220,30.20735315997712,28.614447752132595,26.829030060643635,22.34200436672644,28.30497959785384,22.8169114758726,28.93894572452133,27.193941296577744,29.034531501418623,33.08600955264728,0.110564665939642,20.49569219967493,3.2501087875132524,2.261249552929709,1.9757871498445363,0.0024956864515803,9.729158036631988,6.251726518552102,7.748020629022473,5.8321138656296725
2010-06-19,782,233,49,3,77,133,86,227,120,221,27.92505326565395,28.80810859291585,27.43016534202777,23.67794000648459,26.705556619219443,25.72380518225456,27.178202281047827,20.69809703121788,25.6066567774978,32.48174313259084,3.690771103663419,12.304694921292882,5.687552634113741,7.16655146517398,5.1319641607208135,3.978863216004108,5.332944369896764,11.46018346028404,8.795043705680357,9.325439500700435
2010-06-26,655,236,52,3,30,126,89,220,86,213,30.82029621403011,28.58538811555099,26.204181433025035,25.471581795396457,29.704172943747004,21.709903922054057,29.533787462518625,23.005136846903326,26.64269902892741,30.630459420359472,8.518049969485384,15.914561685785085,3.5543066134726686,10.230093062370496,4.93934168626248,5.529445906466465,4.898160438625995,10.129640823765325,2.790399073815011,9.791752591039453
2010-07-03,651,195,37,3,47,106,90,217,90,164,26.884543667329588,29.57328309259746,26.63146691562002,26.598645714952347,26.02212641937982,27.81314026156408,28.4753610058342,18.871006671898407,27.01212172441332,30.074435802208107,2.933880480321524,11.250216484138257,2.463542844027785,7.178734856702698,3.0032054832297725,0.919196316477424,8.183487200739894,4.96342296364422,5.187739853111651,4.199679164882034
2010-07-10,572,203,56,12,53,106,101,184,74,198,24.25087555860169,27.779592912740537,22.04277177062461,26.134500570529088,26.896820116948284,25.16806475923812,28.40461233162472,20.343332658932365,27.443284339366468,26.91373529582489,13.066557277869578,30.846968615541336,5.661159021630481,14.090568703814586,3.232567493877801,11.31102619853806,4.531246195002923,9.361659227771828,9.47470616251539,9.1375914363339
2010-07-17,537,123,53,2,67,91,78,235,57,175,23.99854854744288,26.27315461745787,23.91748142103524,24.17928142405604,26.64556658043868,23.19328331273644,27.96153748654008,20.17889398136389,25.417688429706995,30.18404882582747,9.66695095778297,19.531537898307626,9.202594878580802,12.189545212978697,6.62172303704999,10.310906089282096,8.504592117748574,13.10301449656565,9.600144164039268,11.51321423924831
2010-07-24,522,138,55,5,66,80,92,192,77,191,26.775453081383827,29.975714765571382,23.684870558152973,21.94866071361908,28.02296048965226,25.315055206991936,27.540114090558586,22.04143927352374,26.247063514327504,31.6219960005887,0.0725896959151136,5.786450526509777,3.415610951701213,1.5830896487528647,2.0433302212581617,0.0,6.05481537504796,9.309214391752048,2.7524676094213136,8.532097399720938
2010-07-31,447,127,81,5,52,74,87,180,58,167,28.356296336707164,29.880903152957085,24.24044528991309,24.18209268987749,27.52190377318339,24.402209629953703,28.21090297379213,22.44952802551583,27.57994709274659,24.82322883042921,6.495789230555862,15.07739015628682,3.669444304841209,5.73818182704199,2.8852819535220786,1.166292688252663,9.624052729886603,8.642618507763085,4.868625502974218,7.530362676019765
2010-08-07,536,138,64,2,51,82,95,178,67,181,24.43122396690765,30.615258878968884,24.24044528991309,22.66170521243737,27.249320605260813,25.326140072252965,28.253296344771325,22.613275879192027,27.03797494142961,25.23691973944107,0.375436935441568,13.198145901790806,2.055073702374567,1.7064144796003933,2.7208555364717264,1.033540277205958,5.060039690161447,6.521422259103653,5.794176813688504,5.417150734719764
2010-08-14,493,116,94,4,33,71,76,143,48,139,29.25930350119892,30.35769096038481,25.7558534787766,27.327377128430538,24.50176180851432,29.163315991491764,29.153242393157903,25.398224823881804,29.5116287564337,30.860510422660507,0.0,11.880650602162232,2.248130651248421,0.0474161612967448,2.269624915065129,0.0692800439674253,5.007219270847883,3.2670892775086884,8.546403480820901,3.5955892901674646
2010-08-21,493,102,105,6,25,63,85,130,54,139,27.970197373714942,30.948054680418256,24.62085014707799,25.120998645490737,29.60446193270269,29.89585720654737,29.89959728046037,22.080759500065035,28.93337453391991,31.373267903941827,2.0953102134350234,2.350341327245236,5.279562860676102,2.2229614544041687,4.661483245178629,0.6831648113026321,6.379077025213685,6.352802113448466,5.007076454778227,6.299011132525886
2010-08-28,448,80,116,1,22,63,86,116,44,143,28.30222429180903,30.62885888553037,26.662907641974325,23.804685497325018,28.57699260544835,27.99069800007379,28.93221611537724,25.8369500585075,27.94983871813864,27.294412073685013,8.94716320343333,16.845947583311293,7.893129561816311,6.703657595917463,2.5231436104410325,0.8285035791778912,5.458253447370033,9.487052027569783,5.437880921011376,9.79478153799843
2010-09-04,409,60,139,3,19,68,83,114,39,129,26.71920134049068,28.443725826307816,31.026616847988315,23.24287446706884,29.51413681711933,26.526801559530536,30.340920830292387,23.4360342439974,26.04786654654515,27.951814085965847,8.859953770802957,16.57228014388125,7.057438568697497,7.674286925865381,5.304134984159956,6.22145720945107,5.211313514712368,12.463117362757083,4.4193686275719495,11.168274378855877
2010-09-11,347,42,135,5,14,53,78,92,32,132,25.978285052086417,30.626147012380763,27.88039709412197,24.221646674587472,30.71002956102158,28.457860024217062,29.46123723130928,23.389404119304977,25.831176053340933,31.14891825447633,3.1535569885197177,6.5767501233794,13.508839210731058,3.9322003154802734,3.731464570762788,1.1379554303162052,4.118960554153115,9.881017934014263,7.072629412136569,9.61566587867534
2010-09-18,263,44,124,3,11,54,86,75,23,104,31.507993825988112,26.561460182251547,27.23540261744992,25.94658483276408,27.959613678406743,26.541596360120973,31.270031005411624,24.95703515736588,26.04522848050363,25.71526799377015,1.062474113469169,6.146624913828528,10.649705144216124,0.6834793383981724,4.350103711570023,1.7890630356070645,6.772572515545522,11.903157210566148,3.7401006714624527,11.172512132138497
2010-09-25,290,23,91,2,17,43,91,81,24,107,30.451543301620127,27.96955269334592,27.91922529219516,22.33974212278518,23.47848995528742,28.38451617302311,26.461746157107694,26.896690479661803,27.456301239235184,20.606804638975177,7.43736460644754,8.869062546880656,18.14401736948815,8.095192053043021,7.656574727087155,4.803636604232149,11.165021873748232,12.643941646189091,7.216394865733775,12.387191130016188
2010-10-02,209,23,76,1,18,41,82,61,29,117,27.522763212694496,26.45574956524413,30.92572179897557,22.723080059703072,27.79837618638503,24.05845879969452,30.07000737574336,27.730315287381703,27.432698150094154,21.48996773097829,2.641121039065845,5.011208590460558,18.86392427052379,7.223968939640351,9.034208892149197,6.146791723983725,7.695400340494266,11.881719755142656,4.772574506537458,12.5148594923391
